SampleID,base_index,Char_stat,ORDER
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#1),-62,-,-45
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,Del,-46
R03-C20_(Profile#115),-62,Del,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,Mut,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,Del,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C20_(Profile#115),-62,-,-46
R03-C22_______________________________________________________,-30,Ref,-47
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C22_(Profile#1),-62,-,-48
R03-C24_______________________________________________________,-30,Ref,-49
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R03-C24_(Profile#1),-62,-,-50
R05-C02_______________________________________________________,-30,Ref,-51
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C02_(Profile#1),-62,-,-52
R05-C04_______________________________________________________,-30,Ref,-53
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C04_(Profile#1),-62,-,-54
R05-C06_______________________________________________________,-30,Ref,-55
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C06_(Profile#1),-62,-,-56
R05-C08_______________________________________________________,-30,Ref,-57
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C08_(Profile#1),-62,-,-58
R05-C10_______________________________________________________,-30,Ref,-59
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C10_(Profile#1),-62,-,-60
R05-C12_______________________________________________________,-30,Ref,-61
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C12_(Profile#1),-62,-,-62
R05-C14_______________________________________________________,-30,Ref,-63
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C14_(Profile#1),-62,-,-64
R05-C16_______________________________________________________,-30,Ref,-65
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
R05-C16_(Profile#1),-62,-,-66
